Order Status,order date (DateOrders),shipping date (DateOrders),Days for shipment (scheduled),Order Profit Per Order,Order Region
COMPLETE,7/24/2015 16:31,7/28/2015 16:31,4,40.97999954,Northern Europe
COMPLETE,5/1/2017 10:32,5/5/2017 10:32,4,42.0,Central America
COMPLETE,6/12/2016 1:00,6/17/2016 1:00,4,59.13999939,South of  USA 
PENDING_PAYMENT,12/18/2016 20:11,12/19/2016 8:11,0,-4.730000019,East Africa
COMPLETE,7/18/2017 14:59,7/23/2017 14:59,4,38.18000031,Western Europe
CLOSED,9/24/2017 14:11,9/30/2017 14:11,4,-23.40999985,Western Europe
PENDING_PAYMENT,12/23/2015 6:30,12/26/2015 6:30,2,81.11000061,Oceania
PENDING_PAYMENT,6/3/2017 18:22,6/5/2017 18:22,4,99.0,Caribbean
PENDING_PAYMENT,8/6/2016 11:37,8/8/2016 11:37,1,41.09000015,US Center 
PROCESSING,1/2/2016 5:26,1/7/2016 5:26,4,-173.1000061,Southeast Asia
PENDING,11/6/2015 8:09,11/9/2015 8:09,4,-0.620000005,South Asia
PENDING,8/22/2016 3:53,8/22/2016 15:53,0,46.95000076,East of USA
PENDING_PAYMENT,1/2/2015 20:08,1/5/2015 20:08,4,113.9300003,South America
COMPLETE,4/21/2016 13:41,4/23/2016 13:41,1,24.69000053,South of  USA 
COMPLETE,2/13/2017 10:28,2/15/2017 10:28,1,54.27999878,Central America
COMPLETE,6/1/2016 2:36,6/7/2016 2:36,4,14.69999981,South of  USA 
PENDING,4/15/2016 20:42,4/18/2016 20:42,4,31.86000061,West of USA 
ON_HOLD,2/26/2015 8:19,2/28/2015 8:19,4,-87.87000275,South America
PENDING_PAYMENT,12/1/2017 20:45,12/4/2017 20:45,2,39.29000092,Southeast Asia
COMPLETE,4/8/2016 23:00,4/13/2016 23:00,4,106.3000031,US Center 
PENDING_PAYMENT,12/27/2017 22:28,12/29/2017 22:28,1,116.9899979,Southeast Asia
PROCESSING,3/21/2016 9:21,3/23/2016 9:21,1,27.98999977,Oceania
COMPLETE,2/7/2015 3:16,2/13/2015 3:16,4,118.7799988,Caribbean
COMPLETE,6/28/2016 1:20,6/30/2016 1:20,4,165.4299927,South of  USA 
SUSPECTED_FRAUD,10/6/2016 12:24,10/10/2016 12:24,4,52.02000046,North Africa
COMPLETE,1/5/2016 20:40,1/6/2016 8:40,0,14.39999962,Southeast Asia
PENDING_PAYMENT,3/4/2017 9:34,3/7/2017 9:34,2,73.12000275,South America
COMPLETE,4/24/2017 16:41,4/26/2017 16:41,4,5.440000057,Central America
COMPLETE,5/11/2015 14:31,5/13/2015 14:31,1,61.52000046,South America
PENDING_PAYMENT,9/14/2016 11:44,9/16/2016 11:44,1,131.0899963,West Africa
PENDING,9/3/2017 20:42,9/9/2017 20:42,2,50.95000076,Western Europe
COMPLETE,1/22/2017 1:03,1/27/2017 1:03,4,-179.9799957,Central America
CLOSED,11/2/2016 17:06,11/3/2016 5:06,0,13.92000008,West Asia
PENDING_PAYMENT,1/25/2017 13:28,1/27/2017 13:28,1,-31.13999939,South America
COMPLETE,10/6/2016 6:48,10/6/2016 18:48,0,77.08000183,South Asia
CLOSED,8/8/2016 2:30,8/12/2016 2:30,4,68.25,West of USA 
PROCESSING,4/29/2015 12:26,5/5/2015 12:26,2,-1.200000048,Central America
PENDING_PAYMENT,6/25/2016 8:31,6/27/2016 8:31,4,-24.45000076,South of  USA 
ON_HOLD,9/30/2015 19:56,10/2/2015 19:56,1,79.79000092,Western Europe
PENDING_PAYMENT,4/12/2017 7:56,4/14/2017 7:56,1,72.30000305,Caribbean
PENDING_PAYMENT,7/16/2015 1:28,7/16/2015 13:28,0,-28.88999939,Northern Europe
CLOSED,11/12/2016 17:26,11/15/2016 17:26,4,48.5,Eastern Europe
CLOSED,8/6/2016 13:01,8/8/2016 13:01,1,224.9799957,US Center 
COMPLETE,11/18/2015 14:47,11/22/2015 14:47,4,-234.5500031,Southeast Asia
COMPLETE,7/11/2015 21:58,7/15/2015 21:58,4,81.88999939,Western Europe
PENDING_PAYMENT,9/26/2017 21:33,9/27/2017 9:33,0,16.55999947,Western Europe
PENDING_PAYMENT,7/15/2016 6:44,7/17/2016 6:44,4,-2.809999943,South of  USA 
CLOSED,7/25/2016 8:50,7/28/2016 8:50,4,45.33000183,South of  USA 
COMPLETE,10/20/2015 22:42,10/25/2015 22:42,4,8.869999886,Southern Europe
PENDING,1/22/2015 11:00,1/24/2015 11:00,4,83.48999786,Central America
PENDING_PAYMENT,2/8/2016 4:52,2/11/2016 4:52,4,-139.1999969,Eastern Asia
PROCESSING,8/22/2017 9:51,8/25/2017 9:51,4,41.40000153,Southern Europe
PENDING_PAYMENT,9/21/2016 22:04,9/25/2016 22:04,4,19.0,West Africa
COMPLETE,5/21/2015 11:00,5/25/2015 11:00,2,20.46999931,Central America
PENDING,5/17/2017 5:58,5/19/2017 5:58,1,-90.04000092,Central America
COMPLETE,3/2/2015 7:37,3/6/2015 7:37,4,41.74000168,South America
CLOSED,3/23/2017 14:58,3/28/2017 14:58,4,89.05999756,Central America
PENDING_PAYMENT,7/18/2015 22:50,7/24/2015 22:50,4,65.33999634,Western Europe
PENDING,8/26/2015 9:18,8/30/2015 9:18,4,21.75,Western Europe
COMPLETE,7/13/2017 19:01,7/17/2017 19:01,2,59.02999878,Western Europe
PENDING_PAYMENT,1/8/2017 3:31,1/11/2017 3:31,2,-153.3899994,South Asia
CANCELED,3/24/2017 20:03,3/27/2017 20:03,4,3.400000095,Caribbean
COMPLETE,10/22/2016 8:32,10/26/2016 8:32,4,80.51000214,West Africa
PROCESSING,6/18/2016 18:52,6/20/2016 18:52,4,-122.7099991,East of USA
COMPLETE,2/13/2015 15:31,2/15/2015 15:31,4,121.6699982,Caribbean
ON_HOLD,4/27/2016 14:02,5/3/2016 14:02,2,28.20999908,South of  USA 
CLOSED,5/27/2016 5:14,6/2/2016 5:14,4,94.08000183,East of USA
COMPLETE,1/25/2015 8:43,1/31/2015 8:43,4,83.26000214,Central America
ON_HOLD,1/29/2016 9:26,2/4/2016 9:26,2,29.5699997,South Asia
PAYMENT_REVIEW,12/10/2017 14:57,12/13/2017 14:57,2,16.57999992,Southeast Asia
COMPLETE,8/5/2017 11:27,8/7/2017 11:27,1,103.9400024,Western Europe
PROCESSING,10/21/2017 8:01,10/24/2017 8:01,4,84.84999847,Western Europe
PENDING_PAYMENT,2/3/2016 4:20,2/7/2016 4:20,4,14.39999962,South Asia
PENDING,9/23/2016 9:06,9/25/2016 9:06,1,10.39000034,West Asia
PENDING_PAYMENT,7/12/2016 6:34,7/18/2016 6:34,4,7.329999924,US Center 
COMPLETE,8/26/2015 4:44,9/1/2015 4:44,2,-18.11000061,Northern Europe
COMPLETE,10/18/2015 23:04,10/22/2015 23:04,4,35.5699997,Western Europe
PENDING_PAYMENT,12/25/2016 21:03,12/27/2016 21:03,1,-237.6000061,West Asia
PROCESSING,6/14/2016 17:28,6/18/2016 17:28,4,51.3199997,US Center 
PROCESSING,4/30/2017 11:04,4/30/2017 23:04,0,59.02000046,Central America
COMPLETE,3/3/2017 20:57,3/5/2017 20:57,4,14.18000031,Caribbean
PENDING_PAYMENT,7/24/2015 8:07,7/29/2015 8:07,4,49.02999878,Western Europe
PROCESSING,7/14/2015 11:59,7/16/2015 11:59,1,36.18999863,Western Europe
PENDING,3/23/2015 22:29,3/28/2015 22:29,4,125.7300034,South America
PENDING_PAYMENT,4/22/2017 5:07,4/24/2017 5:07,1,12.3199997,Central America
CANCELED,6/7/2015 12:55,6/11/2015 12:55,4,3.960000038,Western Europe
CLOSED,1/11/2017 17:21,1/14/2017 17:21,2,-396.8299866,West Africa
CLOSED,8/20/2016 11:57,8/22/2016 11:57,1,48.93999863,East of USA
PENDING,5/26/2017 11:44,5/28/2017 11:44,1,32.11000061,Central America
COMPLETE,11/18/2016 2:01,11/23/2016 2:01,4,65.95999908,South Asia
COMPLETE,11/18/2016 18:07,11/24/2016 18:07,2,188.5800018,Canada
PENDING_PAYMENT,1/15/2015 5:35,1/17/2015 5:35,1,75.58999634,Central America
CANCELED,10/28/2016 6:25,11/1/2016 6:25,4,13.43000031,South Asia
PROCESSING,10/18/2015 7:18,10/22/2015 7:18,4,17.01000023,Western Europe
CLOSED,10/26/2016 11:41,10/28/2016 11:41,4,81.33999634,West Asia
PENDING_PAYMENT,11/6/2016 17:47,11/9/2016 17:47,4,55.79999924,West Africa
PROCESSING,7/26/2015 16:31,7/27/2015 4:31,0,33.0,Southern Europe
PENDING,10/13/2016 4:31,10/19/2016 4:31,4,7.28000021,Eastern Europe
PENDING_PAYMENT,2/21/2016 22:32,2/25/2016 22:32,4,62.02000046,Oceania
PENDING_PAYMENT,10/15/2015 8:10,10/21/2015 8:10,4,33.93000031,Southern Europe
ON_HOLD,7/28/2016 5:51,8/2/2016 5:51,4,134.9900055,East of USA
PENDING_PAYMENT,3/30/2016 5:19,4/2/2016 5:19,2,13.36999989,Oceania
COMPLETE,11/17/2016 13:24,11/21/2016 13:24,2,9.210000038,West Africa
PROCESSING,3/21/2017 22:20,3/25/2017 22:20,4,42.90000153,Central America
PENDING,12/28/2016 9:40,12/30/2016 9:40,1,71.37000275,West Asia
COMPLETE,4/29/2015 16:18,5/1/2015 16:18,4,31.35000038,South America
PENDING_PAYMENT,7/23/2015 23:21,7/28/2015 23:21,4,-178.5299988,Western Europe
PENDING_PAYMENT,7/7/2017 22:32,7/9/2017 22:32,1,131.9100037,Western Europe
COMPLETE,12/31/2015 21:12,1/3/2016 21:12,4,43.68000031,South Asia
PENDING_PAYMENT,9/3/2017 7:23,9/6/2017 7:23,4,20.65999985,Northern Europe
COMPLETE,8/18/2015 3:00,8/21/2015 3:00,4,14.76000023,Western Europe
COMPLETE,6/7/2015 10:48,6/10/2015 10:48,2,79.79000092,Western Europe
COMPLETE,6/3/2017 2:37,6/5/2017 2:37,4,60.47999954,Central America
ON_HOLD,3/10/2017 5:42,3/13/2017 5:42,4,-11.15999985,Caribbean
ON_HOLD,8/9/2017 1:17,8/12/2017 1:17,2,58.18999863,Western Europe
COMPLETE,11/22/2016 18:28,11/28/2016 18:28,4,-110.7200012,West Asia
PENDING_PAYMENT,3/16/2016 8:29,3/19/2016 8:29,4,47.04000092,Southeast Asia
PENDING_PAYMENT,9/3/2017 2:50,9/8/2017 2:50,2,-27.72999954,Northern Europe
COMPLETE,8/16/2017 7:25,8/21/2017 7:25,2,1.899999976,Northern Europe
COMPLETE,2/10/2017 8:12,2/10/2017 20:12,0,107.9899979,Central America
COMPLETE,1/19/2015 20:17,1/22/2015 20:17,2,56.52999878,Central America
PENDING,10/19/2015 2:55,10/21/2015 2:55,1,96.30999756,Western Europe
PENDING,7/27/2017 18:39,7/29/2017 18:39,4,60.47999954,Western Europe
PROCESSING,5/24/2017 15:56,5/26/2017 15:56,1,33.75,Central America
COMPLETE,1/31/2015 18:31,2/5/2015 18:31,2,82.48999786,Central America
PENDING_PAYMENT,10/20/2015 20:15,10/23/2015 20:15,4,7.269999981,Western Europe
CANCELED,5/14/2016 2:37,5/16/2016 2:37,1,50.86999893,East of USA
PENDING_PAYMENT,9/20/2017 11:23,9/24/2017 11:23,4,-24.28000069,Western Europe
COMPLETE,7/21/2015 19:51,7/24/2015 19:51,4,-80.58999634,Western Europe
PENDING_PAYMENT,4/3/2017 6:43,4/8/2017 6:43,2,91.16000366,Central America
COMPLETE,5/22/2015 11:11,5/25/2015 11:11,4,52.18999863,Central America
PENDING,8/19/2016 18:26,8/22/2016 18:26,4,-255.0700073,South of  USA 
PENDING,9/3/2015 4:44,9/7/2015 4:44,4,8.93999958,Southern Europe
CLOSED,7/20/2016 19:31,7/26/2016 19:31,4,163.1900024,South of  USA 
CANCELED,10/26/2015 4:50,10/31/2015 4:50,4,14.98999977,South Asia
PENDING_PAYMENT,5/16/2015 15:45,5/21/2015 15:45,4,34.54999924,South America
PENDING_PAYMENT,2/24/2017 0:49,3/1/2017 0:49,4,-514.4099731,Central America
PENDING,7/18/2015 11:59,7/23/2015 11:59,4,-23.97999954,Western Europe
COMPLETE,8/5/2015 2:51,8/7/2015 2:51,4,6.75,Northern Europe
PENDING_PAYMENT,5/30/2017 17:41,6/5/2017 17:41,4,91.79000092,Central America
COMPLETE,7/6/2016 4:28,7/10/2016 4:28,4,31.51000023,US Center 
COMPLETE,7/17/2016 21:27,7/23/2016 21:27,4,118.0699997,South of  USA 
PENDING_PAYMENT,4/12/2015 22:27,4/14/2015 22:27,1,58.65000153,South America
COMPLETE,11/18/2016 17:04,11/21/2016 17:04,4,15.97000027,East Africa
PROCESSING,5/9/2017 3:31,5/11/2017 3:31,1,64.26000214,South America
PROCESSING,6/2/2016 7:41,6/6/2016 7:41,4,37.18999863,South of  USA 
PENDING_PAYMENT,2/21/2016 8:52,2/21/2016 20:52,0,-82.8199997,Oceania
PENDING_PAYMENT,11/11/2016 2:12,11/17/2016 2:12,4,-101.9100037,North Africa
PROCESSING,10/21/2017 22:44,10/26/2017 22:44,4,-57.25,Northern Europe
COMPLETE,9/5/2015 15:56,9/7/2015 15:56,1,34.40000153,Western Europe
ON_HOLD,5/19/2016 16:27,5/24/2016 16:27,4,83.51000214,South of  USA 
PAYMENT_REVIEW,1/19/2016 12:57,1/25/2016 12:57,2,14.77999973,Southeast Asia
ON_HOLD,2/11/2016 10:17,2/11/2016 22:17,0,50.38999939,Southeast Asia
PENDING_PAYMENT,2/20/2015 4:50,2/20/2015 16:50,0,26.98999977,Caribbean
COMPLETE,8/26/2017 23:31,9/1/2017 23:31,2,91.83999634,Western Europe
COMPLETE,8/24/2016 10:11,8/26/2016 10:11,4,-180.9499969,US Center 
COMPLETE,4/22/2016 20:31,4/24/2016 20:31,4,52.47999954,East of USA
COMPLETE,2/5/2017 11:53,2/10/2017 11:53,2,81.0,Central America
PENDING_PAYMENT,7/10/2016 21:17,7/16/2016 21:17,4,6.190000057,South of  USA 
PROCESSING,3/12/2016 6:23,3/15/2016 6:23,4,97.52999878,Oceania
PENDING,2/7/2017 9:47,2/13/2017 9:47,4,-35.50999832,South America
COMPLETE,12/2/2015 10:34,12/8/2015 10:34,2,30.0,Oceania
PROCESSING,11/3/2015 16:44,11/5/2015 16:44,4,12.30000019,South Asia
PENDING_PAYMENT,8/1/2016 2:20,8/3/2016 2:20,1,135.9900055,US Center 
PENDING,4/3/2017 22:08,4/7/2017 22:08,4,63.04999924,Central America
COMPLETE,5/5/2015 5:46,5/7/2015 5:46,1,-46.16999817,Central America
PROCESSING,9/23/2017 3:30,9/25/2017 3:30,4,114.8399963,Western Europe
ON_HOLD,3/5/2016 8:20,3/9/2016 8:20,4,167.0299988,Oceania
PENDING,3/3/2017 18:09,3/7/2017 18:09,2,27.62999916,Caribbean
COMPLETE,4/4/2017 1:17,4/6/2017 1:17,1,19.12000084,South America
PENDING,9/12/2017 4:03,9/17/2017 4:03,2,-48.72999954,Western Europe
COMPLETE,4/12/2015 23:30,4/15/2015 23:30,4,68.63999939,Caribbean
PENDING,1/13/2015 8:23,1/16/2015 8:23,4,9.979999542,South America
COMPLETE,4/16/2016 21:14,4/19/2016 21:14,4,8.260000229,East of USA
COMPLETE,1/14/2018 5:58,1/19/2018 5:58,4,4.25,Southeast Asia
COMPLETE,8/11/2017 23:42,8/15/2017 23:42,2,59.15000153,Northern Europe
COMPLETE,12/16/2016 19:08,12/18/2016 19:08,4,89.27999878,West Africa
CLOSED,7/9/2015 13:55,7/13/2015 13:55,2,26.39999962,Western Europe
COMPLETE,1/5/2017 0:53,1/7/2017 0:53,1,11.78999996,Eastern Europe
COMPLETE,1/30/2017 17:51,2/5/2017 17:51,4,16.23999977,Central America
PROCESSING,3/4/2017 16:34,3/7/2017 16:34,2,26.10000038,Central America
PENDING_PAYMENT,5/11/2017 18:14,5/12/2017 6:14,0,8.18999958,Caribbean
PENDING,1/28/2015 8:53,1/30/2015 8:53,4,12.3199997,South America
PENDING_PAYMENT,10/28/2016 5:43,10/30/2016 5:43,4,-37.20000076,West Asia
PENDING,9/16/2016 20:08,9/22/2016 20:08,2,35.81000137,Central Africa
ON_HOLD,1/29/2016 11:53,2/1/2016 11:53,2,-138.3999939,Southeast Asia
PENDING_PAYMENT,6/3/2017 21:32,6/9/2017 21:32,4,-258.3500061,Central America
PENDING,3/3/2015 23:12,3/5/2015 23:12,4,39.04999924,Central America
PENDING_PAYMENT,4/24/2016 8:36,4/29/2016 8:36,2,-91.41999817,East of USA
COMPLETE,9/7/2017 8:05,9/11/2017 8:05,2,5.329999924,Western Europe
COMPLETE,8/6/2016 11:58,8/8/2016 11:58,1,60.0,US Center 
PENDING_PAYMENT,2/20/2017 2:56,2/22/2017 2:56,4,54.40000153,Central America
PENDING_PAYMENT,9/13/2017 0:22,9/16/2017 0:22,4,58.08000183,Western Europe
CLOSED,11/15/2016 0:47,11/21/2016 0:47,2,48.5,Eastern Europe
PENDING,3/23/2016 15:39,3/24/2016 3:39,0,2.299999952,Oceania
PENDING_PAYMENT,10/9/2017 8:44,10/12/2017 8:44,2,2.460000038,Southern Europe
COMPLETE,12/19/2015 4:03,12/21/2015 4:03,4,55.79999924,Oceania
COMPLETE,9/17/2017 8:46,9/23/2017 8:46,2,124.0599976,Western Europe
PENDING_PAYMENT,4/25/2016 12:59,5/1/2016 12:59,4,10.07999992,West of USA 
PENDING_PAYMENT,1/29/2015 23:26,1/31/2015 23:26,4,39.04000092,Central America
PENDING,8/20/2015 1:57,8/22/2015 1:57,4,31.19000053,Western Europe
COMPLETE,3/19/2016 18:28,3/21/2016 18:28,2,-230.1600037,Oceania
COMPLETE,1/13/2015 10:50,1/18/2015 10:50,4,107.9899979,Central America
PENDING_PAYMENT,7/11/2016 6:24,7/13/2016 6:24,4,81.0,West of USA 
ON_HOLD,12/19/2015 22:58,12/25/2015 22:58,4,-8.619999886,Southeast Asia
PENDING_PAYMENT,3/30/2016 11:37,4/5/2016 11:37,2,-26.72999954,Oceania
COMPLETE,9/17/2017 7:01,9/23/2017 7:01,4,60.45000076,Southern Europe
CLOSED,11/11/2016 0:27,11/17/2016 0:27,4,25.57999992,West Asia
PENDING,1/20/2015 18:21,1/26/2015 18:21,4,22.94000053,Central America
COMPLETE,6/1/2016 0:09,6/5/2016 0:09,4,6.380000114,West of USA 
PENDING_PAYMENT,11/20/2015 3:34,11/24/2015 3:34,4,26.30999947,Eastern Asia
COMPLETE,6/11/2015 3:48,6/13/2015 3:48,2,104.9899979,Western Europe
COMPLETE,4/11/2016 21:46,4/13/2016 21:46,2,-36.02000046,South of  USA 
PROCESSING,1/31/2015 9:46,2/5/2015 9:46,4,22.38999939,Central America
PENDING_PAYMENT,6/9/2015 17:07,6/12/2015 17:07,4,-68.5,Northern Europe
COMPLETE,9/30/2015 11:10,10/2/2015 11:10,4,27.0,Western Europe
COMPLETE,8/14/2015 23:41,8/16/2015 23:41,1,147.8300018,Northern Europe
PENDING_PAYMENT,2/28/2016 19:54,3/5/2016 19:54,4,13.77000046,Oceania
PENDING,5/12/2015 9:06,5/14/2015 9:06,4,89.09999847,Central America
PENDING_PAYMENT,10/31/2016 23:03,11/2/2016 23:03,4,43.97999954,North Africa
ON_HOLD,3/4/2015 7:58,3/6/2015 7:58,4,46.0699997,Central America
PENDING,5/23/2015 10:18,5/27/2015 10:18,4,110.2300034,South America
CLOSED,8/26/2016 3:32,8/31/2016 3:32,4,44.34999847,South Asia
PENDING_PAYMENT,9/14/2016 14:11,9/16/2016 14:11,4,34.29999924,West Asia
ON_HOLD,4/3/2017 7:04,4/9/2017 7:04,4,35.0,Central America
PENDING_PAYMENT,9/16/2017 2:59,9/22/2017 2:59,2,130.6799927,Southern Europe
ON_HOLD,12/28/2017 21:14,1/1/2018 21:14,2,-675.9500122,Eastern Asia
PENDING_PAYMENT,11/4/2017 14:39,11/10/2017 14:39,4,72.77999878,Western Europe
SUSPECTED_FRAUD,6/30/2017 3:48,7/5/2017 3:48,4,162.6600037,Western Europe
COMPLETE,5/5/2017 12:38,5/9/2017 12:38,2,-652.460022,Central America
COMPLETE,4/13/2017 2:30,4/16/2017 2:30,4,43.22000122,South America
COMPLETE,9/20/2015 16:27,9/22/2015 16:27,4,-9.800000191,Northern Europe
PENDING_PAYMENT,6/24/2017 5:54,6/26/2017 5:54,1,136.6000061,Northern Europe
PENDING_PAYMENT,10/21/2015 11:40,10/23/2015 11:40,4,-13.94999981,Western Europe
COMPLETE,9/27/2015 1:12,9/29/2015 1:12,1,53.93999863,Southern Europe
PENDING_PAYMENT,10/23/2015 22:53,10/29/2015 22:53,2,31.92000008,Northern Europe
PENDING,10/28/2016 1:52,10/30/2016 1:52,1,47.18999863,Eastern Europe
PENDING_PAYMENT,11/16/2016 2:01,11/19/2016 2:01,2,-288.2900085,South Asia
PENDING_PAYMENT,4/22/2017 22:38,4/24/2017 22:38,2,40.04000092,South America
PENDING_PAYMENT,5/12/2017 8:57,5/12/2017 20:57,0,70.30000305,Central America
COMPLETE,10/23/2016 16:46,10/24/2016 4:46,0,72.0,West Africa
CLOSED,1/5/2016 1:45,1/5/2016 13:45,0,37.66999817,Southeast Asia
COMPLETE,7/25/2016 18:17,7/30/2016 18:17,2,11.34000015,West of USA 
ON_HOLD,9/21/2017 4:54,9/25/2017 4:54,4,64.26000214,Western Europe
PROCESSING,5/10/2015 23:28,5/16/2015 23:28,2,68.97000122,Central America
ON_HOLD,4/5/2017 14:05,4/8/2017 14:05,2,48.75,Central America
PENDING_PAYMENT,12/14/2015 21:45,12/19/2015 21:45,2,5.590000153,South Asia
PENDING_PAYMENT,7/2/2017 12:54,7/5/2017 12:54,2,45.5,Western Europe
PENDING,7/19/2017 1:51,7/25/2017 1:51,4,-16.79999924,Western Europe
COMPLETE,7/31/2016 15:08,8/2/2016 15:08,2,-42.29999924,East of USA
PENDING_PAYMENT,9/26/2016 1:54,9/30/2016 1:54,4,146.0700073,West Asia
SUSPECTED_FRAUD,6/2/2015 5:23,6/7/2015 5:23,4,80.62999725,Northern Europe
COMPLETE,5/9/2016 19:58,5/11/2016 19:58,1,0.0,East of USA
CLOSED,1/26/2015 3:59,1/26/2015 15:59,0,-70.48000336,South America
PENDING,7/24/2016 18:07,7/30/2016 18:07,4,-58.79000092,South of  USA 
SUSPECTED_FRAUD,7/9/2016 15:51,7/11/2016 15:51,1,10.21000004,South of  USA 
CLOSED,5/14/2015 3:08,5/16/2015 3:08,4,20.34000015,South America
COMPLETE,4/12/2015 19:39,4/14/2015 19:39,4,13.56000042,Central America
CLOSED,9/18/2016 9:59,9/22/2016 9:59,4,16.18000031,West Africa
COMPLETE,11/29/2016 5:40,11/29/2016 17:40,0,56.15999985,Northern Europe
COMPLETE,9/13/2016 21:01,9/16/2016 21:01,2,22.72999954,West Africa
SUSPECTED_FRAUD,9/2/2016 14:54,9/4/2016 14:54,4,46.04000092,Southern Africa
PROCESSING,1/24/2015 19:24,1/27/2015 19:24,4,38.68999863,Central America
ON_HOLD,1/1/2017 18:04,1/6/2017 18:04,2,13.19999981,West Africa
PENDING,9/7/2017 21:24,9/9/2017 21:24,4,77.98999786,Western Europe
PROCESSING,2/11/2017 23:47,2/16/2017 23:47,2,58.0,South America
PROCESSING,4/8/2016 6:53,4/12/2016 6:53,4,-24.70999908,US Center 
ON_HOLD,10/17/2015 7:28,10/19/2015 7:28,1,119.0599976,Western Europe
COMPLETE,12/13/2015 10:22,12/15/2015 10:22,1,50.58000183,Southeast Asia
PENDING_PAYMENT,5/25/2017 14:00,5/28/2017 14:00,4,95.04000092,Central America
COMPLETE,12/24/2016 6:52,12/26/2016 6:52,1,-1.49000001,Eastern Europe
PENDING,5/26/2017 18:23,5/30/2017 18:23,2,10.26000023,South America
PROCESSING,11/1/2015 18:50,11/7/2015 18:50,4,-199.1199951,Eastern Asia
COMPLETE,11/16/2016 17:05,11/17/2016 5:05,0,13.19999981,West Africa
PENDING_PAYMENT,4/26/2016 6:09,4/28/2016 6:09,1,3.190000057,US Center 
COMPLETE,2/8/2015 10:48,2/14/2015 10:48,4,26.98999977,Central America
ON_HOLD,11/30/2015 17:13,12/3/2015 17:13,4,9.289999962,Southeast Asia
COMPLETE,9/20/2017 23:39,9/24/2017 23:39,4,40.56000137,Western Europe
ON_HOLD,12/16/2016 18:47,12/22/2016 18:47,4,33.79999924,West Africa
CANCELED,2/15/2016 4:19,2/17/2016 4:19,1,-32.99000168,Eastern Asia
COMPLETE,7/16/2015 23:53,7/18/2015 23:53,1,15.68000031,Western Europe
PENDING_PAYMENT,9/22/2016 18:44,9/25/2016 18:44,2,-72.44000244,Central Africa
CLOSED,1/1/2017 13:31,1/3/2017 13:31,4,34.58000183,West Africa
COMPLETE,1/12/2017 21:44,1/13/2017 9:44,0,7.309999943,Canada
ON_HOLD,10/27/2016 4:08,10/29/2016 4:08,1,12.73999977,West Asia
PROCESSING,6/3/2015 22:22,6/5/2015 22:22,4,-45.66999817,Western Europe
CLOSED,3/28/2015 1:58,4/1/2015 1:58,2,14.03999996,South America
CLOSED,4/14/2015 18:14,4/19/2015 18:14,4,-23.42000008,Central America
ON_HOLD,2/5/2015 14:08,2/10/2015 14:08,2,1.200000048,Central America
COMPLETE,5/25/2016 15:24,5/28/2016 15:24,4,17.48999977,East of USA
ON_HOLD,3/15/2016 6:13,3/18/2016 6:13,4,29.12000084,Oceania
PENDING,8/8/2016 20:22,8/10/2016 20:22,1,6.150000095,South of  USA 
PROCESSING,5/16/2015 22:24,5/20/2015 22:24,4,146.9900055,Central America
COMPLETE,4/21/2015 23:19,4/22/2015 11:19,0,54.59999847,Central America
COMPLETE,8/17/2015 16:50,8/21/2015 16:50,4,30.88999939,Northern Europe
PENDING_PAYMENT,4/28/2017 7:13,5/2/2017 7:13,2,128.6900024,Central America
PENDING,7/18/2016 19:52,7/23/2016 19:52,4,37.97000122,East of USA
COMPLETE,5/30/2015 17:29,6/3/2015 17:29,4,87.5,South America
PENDING,1/21/2017 9:59,1/23/2017 9:59,1,8.18999958,South America
CLOSED,4/30/2016 6:51,5/6/2016 6:51,4,64.79000092,East of USA
PENDING_PAYMENT,4/17/2017 19:19,4/22/2017 19:19,4,7.559999943,Central America
SUSPECTED_FRAUD,9/3/2015 21:33,9/5/2015 21:33,4,142.5800018,Western Europe
PENDING,5/25/2016 17:51,5/30/2016 17:51,4,13.76000023,West of USA 
PENDING,1/23/2016 4:53,1/25/2016 4:53,2,2.24000001,South Asia
PENDING_PAYMENT,2/28/2017 21:08,3/2/2017 21:08,4,-16.79000092,Central America
CLOSED,3/30/2015 4:04,3/30/2015 16:04,0,10.57999992,South America
PROCESSING,9/27/2015 15:12,9/29/2015 15:12,1,-223.1799927,Western Europe
COMPLETE,5/22/2016 19:47,5/27/2016 19:47,4,33.59999847,US Center 
COMPLETE,7/27/2017 17:15,7/30/2017 17:15,4,78.19999695,Southern Europe
COMPLETE,2/8/2015 6:15,2/11/2015 6:15,4,89.23999786,Central America
PENDING,8/19/2017 11:05,8/25/2017 11:05,4,159.7899933,Western Europe
PENDING_PAYMENT,2/3/2015 10:38,2/6/2015 10:38,2,-7.21999979,South America
CLOSED,9/23/2015 14:52,9/26/2015 14:52,4,33.29000092,Western Europe
COMPLETE,8/24/2017 20:43,8/30/2017 20:43,4,71.27999878,Western Europe
COMPLETE,1/17/2016 16:27,1/21/2016 16:27,4,124.0699997,Oceania
CLOSED,1/22/2015 21:09,1/28/2015 21:09,4,84.66000366,South America
CLOSED,2/17/2015 18:40,2/19/2015 18:40,1,-40.65999985,South America
PENDING_PAYMENT,3/20/2015 11:06,3/22/2015 11:06,4,47.56000137,Central America
COMPLETE,5/15/2016 7:00,5/19/2016 7:00,4,-0.409999996,East of USA
CLOSED,7/28/2016 2:42,8/3/2016 2:42,4,15.10999966,US Center 
